BBL,BldgArea,Energy (kBtu)
1000277502,724299,42154201.800000004
1000280001,239121,25657683.3
1000280005,292466,29919271.8
1000287501,93544,6435827.2
1000290001,993570,71735754.0
1000290036,105000,9040500.0
1000290070,661283,108847181.8
1000290086,87775,32520637.5
1000297501,61238,6197285.600000001
1008480015,57050,11752300.0
1008480043,111569,7318926.399999999
1008487503,62245,10401139.5
1008487505,93291,5746725.600000001
1008490016,342429,17840550.900000002
1008490031,65600,3542400.0
1008490063,97500,7926750.0
1008490070,215740,11196906.0
1008497504,185471,153050669.20000002
1008497508,118055,8523571.0
1008500001,173159,14320249.3
1008500012,76389,9258346.8
1008500028,61957,58066100.400000006
1008500039,109393,10272002.700000001
1008500064,78646,13369820.0
1008500075,57300,6119640.0
1008507506,67426,5987428.8
1008510001,183449,19115385.8
1008510013,149276,13449767.6
1008510035,168200,13270980.000000002
1008510041,183815,16800691.0
1008517501,363054,36704759.4
1008517504,56343,3718638.0
1008517505,147718,15480846.4
1008530002,1176911,125811785.9
1008547501,1630256,149657500.79999998
1008550024,389000,42673300.0
1008550037,524937,61627603.800000004
1008557501,116577,7694082.0
1008560024,1159795,103801652.5
1008570018,140000,9940000.0
1008570024,675986,81388714.4
1008570038,232133,14670805.600000001
1008570062,58500,6201000.0
1008570076,258639,21389445.3
1008577501,54622,6571026.6
1008577502,56580,2823342.0
1008577503,367944,17624517.599999998
1008580014,60110,3576545.0
1008580022,224449,13646499.2
1008580058,146161,8009622.8
1008580078,444716,30107273.200000003
1008587502,90118,7560900.2
1008590001,55395,5046484.5
1008590024,120000,6936000.0
1008590026,142851,24856074.0
1008590039,126784,17141196.799999997
1008590048,145437,13191135.9
1008590052,75655,10538741.5
1008590064,232644,16145493.600000001
1008590072,88560,11096568.0
1008597501,202855,13023291.0
1008597502,142131,8840548.200000001
1008600001,614040,28552860.0
1008600022,111457,9774778.9
1008600045,172831,10922919.200000001
1008600049,150686,6584978.2
1008600055,50919,4913683.5
1008600061,98234,8281126.2
1008600074,63967,8629148.3
1008607501,46918,3551692.6
1008610001,160454,10670191.0
1008610004,175687,9399254.5
1008610015,255447,14611568.4
1008610027,91500,8024550.0
1008610044,227053,15848299.399999999
1008610047,83623,5836885.399999999
1008610049,88000,4752000.0
1008610057,119006,8901648.799999999
1008610064,71871,5807176.8
1008610066,71250,4210875.0
1008610072,145500,8264400.0
1008610075,56000,6602400.0
1008620016,98847,8836921.8
1008620024,111227,12101497.6
1008620026,53934,2842321.8000000003
1008620029,852731,60714447.2
1008620045,91554,11673135.0
1008627503,317446,14824728.200000001
1008630004,107095,6693437.5
1008630006,127866,9052912.799999999
1008630013,349683,839239.2
1008630027,113182,9179060.2
1008630029,126383,5864171.2
1008630044,341952,45855763.199999996
1008630053,87550,8711225.0
1008630060,233484,16273834.8
1008630067,235564,18091315.2
1008640025,79961,7420380.8
1008640028,106153,9076081.5
1008640035,218364,21727218.0
1008640041,58841,4760236.9
1008647501,200200,11931920.0
1008647502,885162,63112050.599999994
1008650007,64598,4457262.0
1008650014,677438,51485288.0
1008650032,101306,10495301.6
1008650040,236315,17558204.5
1008650053,60300,4811940.0
1008650071,88595,7131897.5
1008657501,64660,5961652.0
1008657502,97000,8652400.0
1008660001,122686,11888273.4
1008660035,153398,11274753.0
1008660042,98746,16075848.8
1008660064,211910,13541049.0
1008660076,156751,14922695.200000001
1008667501,68728,6391704.0
1008670001,116598,7065838.8
1008670009,62000,4457800.0
1008670015,115945,7733531.5
1008670018,74257,8695494.7
1008670020,71043,11260315.5
1008670042,105231,16331851.2
1008670055,137120,19429904.0
1008670057,142836,14926362.0
1008670062,68213,6603018.399999999
1008670064,57938,5359265.0
1008670070,309346,21685154.599999998
1008680008,82878,4914665.399999999
1008680010,80797,11053029.600000001
1008680016,531270,48292443.0
1008680025,383934,36704090.4
1008680072,69378,9109331.4
1008687501,67879,7520993.2
1008687502,185140,23272098.0
1008687503,209528,20491838.4
1008690016,217317,15820677.6
1008690034,927829,117463151.39999999
1008690058,91212,6202416.0
1008690061,74186,6676740.0
1008690064,89423,7287974.5
1008690066,442042,24577535.2
1008697501,208968,8630378.399999999
1008710003,145772,13906648.8
1008710039,193695,19272652.5
1008710044,111428,10819658.799999999
1008710060,102805,8532815.0
1008710068,165875,15260500.0
1008710070,64405,11547816.5
1008710074,50174,4751477.8
1008720001,65430,6327081.0
1008730001,200000,26600000.0
1008730010,109375,4418750.0
1008730019,187543,15547314.700000001
1008730040,235264,30019686.4
1008730067,285213,21390975.0
1008740004,142173,8430858.9
1008740069,55049,3572680.1
1008750001,67376,8529801.6
1008750003,51122,8879891.399999999
1008750019,72501,6786093.6
1008750047,170000,15436000.0
1008757503,69244,6342750.399999999
1008760001,103384,2408847.2
1008760006,207233,19417732.1
1008760018,80000,6600000.0
1008767503,55072,5083145.6
1008770013,65480,7752832.0
1008770018,188933,31438451.2
1008770022,75379,3874480.6
1008770026,78382,6051090.4
1008770042,99238,9080277.0
1008770060,57538,1685863.4000000001
1008770067,84851,5065604.7
1008770074,120300,10658580.0
1008770084,71151,7307207.7
1008780038,181226,10855437.4
1008780065,200757,48603269.699999996
1008790001,75119,11786171.1
1008790017,56670,6834402.0
1008790027,101857,16704548.0
1008790081,356330,17175106.0
1008797501,96420,8552454.0
1008797502,285499,16872990.900000002
1008800014,58744,3471770.4
1008800019,150340,14402572.0
1008800042,186201,13071310.200000001
1008800084,114146,8081536.8
1008807501,45212,2093315.5999999999
1008810001,244157,24977261.099999998
1008810041,151346,13621140.0
1008820001,51420,6257814.0
1008820003,89311,82827021.39999999
1008820028,52092,3401607.5999999996
1008820050,69300,10381140.0
1008820076,70217,8489235.3
1008820085,209041,92249793.3
1008830001,183913,8386432.8
1008830044,175110,15444702.0
1008830058,98359,9658853.8
1008830078,58163,12441065.700000001
1008840001,114407,9827561.3
1008840048,137628,8120052.0
1008840084,160114,12248721.0
1008850001,109012,8906280.4
1008850015,52604,6643885.2
1008850042,273538,24974019.4
1008860001,75588,5956334.399999999
1008860030,51953,6909749.0
1008860056,80190,978318.0
1008867501,48547,2966221.7
1008867502,52067,6513581.699999999
1008867503,63418,3995334.0
1008870001,54018,2884561.1999999997
1008870014,58321,4391571.3
1008870030,800227,74901247.19999999
1008870088,121774,7586520.199999999
1008870095,449437,23640386.2
1008880001,922184,67596087.2
1008880020,470000,24017000.0
1008880027,101283,10594201.799999999
1008880037,133749,7249195.800000001
1008887501,55880,6917944.0
1008887502,208233,9099782.100000001
1008890015,149786,14544220.6
1008890022,102487,10279446.1
1008890039,182767,15663131.9
1008890055,176584,16122119.2
1008890068,310860,10817928.0
1008900001,200000,17200000.0
1008900005,71115,9422737.5
1008900011,164073,9762343.5
1008900020,205000,17404500.0
1008900024,75512,13735632.8
1008900025,133000,10640000.0
1008900049,74798,7427441.399999999
1008907501,259254,75365137.8
1008910003,153693,10097630.1
1008910027,130272,8467680.0
1008910077,77193,6877896.3
1008920001,115221,8134602.6
1008920020,65532,4298899.199999999
1008920025,129964,9006505.2
1008920062,107504,7837041.600000001
1008927502,125965,10392112.5
1008927503,118614,9097693.8
1008930017,75273,5178782.399999999
1008930020,115914,6525958.199999999
1008930025,179142,18523282.8
1008930041,329706,31519893.599999998
1008930064,52936,5552986.4
1008930082,110949,13890814.8
1008940001,78983,7566571.399999999
1008940052,90871,3289530.2
1008940071,132716,13324686.4
1008940075,88463,5590861.600000001
1008947501,110958,12172092.6
1008947502,162786,15448391.4
1008947503,55408,4654272.0
1008947504,94770,8093358.000000001
1008950001,530900,36525920.0
1008950034,78415,9817558.0
1008950038,75001,6930092.4
1008950066,58280,5285996.0
1008950069,70828,6487844.8
1008957501,52909,8026295.3
1008960032,116191,7877749.8
1008960039,136191,11303853.0
1008960048,158505,13536327.0
1008970001,58000,4553000.0
1008970035,151832,10521957.6
1008977501,55264,1743722886.3999999
1008980001,250220,23495658.0
1008987501,165390,8368734.0
1008990001,358898,23902606.799999997
1008990008,111396,8989657.200000001
1008990032,138470,10759119.0
1008990040,87960,8074728.0
1009000001,157964,13632293.2
1009000027,303394,24392877.6
1009010048,50509,4727642.399999999
1009020001,275900,19037100.0
1009020030,77640,7795056.0
1009030047,141355,20454068.5
1009037501,94593,3982365.3000000003
1009037502,338689,23437278.8
1009040043,57800,5334940.0
1009049024,200299,12939315.399999999
1009050001,50757,5847206.4
1009050006,144942,14566671.0
1009050026,112641,11342948.700000001
1009060001,170080,15409247.999999998
1009060024,190000,14743999.999999998
1009070016,54252,3971246.4000000004
1009070025,348386,27522494.0
1009070056,233320,23355332.0
1009087501,26998,1436293.6
1009087502,63277,4176282.0
1009090001,253489,27275416.4
1009090028,108614,7722455.399999999
1009100014,55737,4419944.1
1009100046,109417,7823315.5
1009100061,66403,5943068.5
1009107501,67138,8405677.6
1009110064,64245,7214713.5
1009117502,24086,1466837.4
1009117503,182477,60308648.5
1009127502,213548,13859265.200000001
1009130001,351560,9140560.0
1009130028,175000,20912500.0
1009140036,541505,47002634.0
1009150038,91745,7816674.0
1009150046,50796,3347456.4000000004
1009157501,206121,12882562.5
1009160001,76024,1398841.5999999999
1009160009,57834,4042596.6000000006
1009160041,95057,26796568.299999997
1009160055,61839,2244755.6999999997
1009160061,118467,7842515.4
1009170017,204638,18867623.6
1009177501,113264,14056062.399999999
1009180001,82826,2849214.4
1009187501,396248,111583436.80000001
1009190014,624519,75192087.60000001
1009190034,111570,11580966.0
1009190042,168555,11950549.500000002
1009190059,73216,5827993.6
1009200012,898734,76841757.0
1009207501,200417,21324368.8
1009210019,197904,16861420.8
1009210051,112898,14349335.799999999
1009220002,115838,2675857.8000000003
1009220046,331459,203151221.1
1009220070,98260,20035214.0
1009230001,327933,72702746.1
1009230011,70848,3379449.6
1009230031,146246,10866077.799999999
1009250060,56310,4594896.0
1009270055,182258,13523543.6
1009280001,189616,19663179.2
1009280031,150800,12109240.0
1009280040,153800,16225900.0
1009287502,86371,5078614.8
1009287503,191225,7094447.5
1009287504,103830,11867769.0
1009290001,927591,61035487.8
1009300001,392100,38974740.0
1009300012,265541,29607821.5
1009300020,180102,28077901.8
1009300034,87515,16225281.0
1009310001,444113,44366888.7
1009310021,140423,10124498.299999999
1009340015,165739,13607171.899999999
1009340024,127144,14074840.8
1009350006,66996,6371319.6
1009350013,165105,15883101.0
1009357501,82420,9395880.0
1009360001,173364,15758787.600000001
1009360037,215584,15435814.399999999
1009367501,869426,79204708.6
1009390001,366200,21679040.0
1009390038,142260,10427658.0
1009397501,136099,12385009.0
1009400012,105572,11581248.4
1009407501,193347,3939754480.2
1009430001,80000,6184000.0
1009437501,923056,89905654.4
1009440001,122207,7735703.1
1009440010,438635,25309239.5
1009447501,88135,6795208.499999999
1009447502,356238,39506794.2
1009457501,684088,66219718.4
1009627502,800802,271391797.79999995
1009660001,835279,53123744.4
1009687501,457946,25071764991.800003
1009690001,98400,8678880.0
1009690005,98940,23379522.0
1009697501,413297,29426746.400000002
1009720001,8942176,552626476.8
1009780001,3122165,168596910.0
1009910060,1797891,111469242.0
1009910061,385786,19983714.8
1009930001,71741,7970425.1
1009930011,747576,45377863.2
1009930022,304345,4717347.5
1009930029,654137,48536965.4
1009930036,174028,10528694.0
1009930047,362850,26596905.0
1009930055,460730,21562164.0
1009940001,1079378,71346885.8
1009940045,217855,6078154.5
1009947503,152686,20032403.2
1009950001,111653,38084838.300000004
1009950005,1642675,147840750.0
1009950033,2245112,471473520.0
1009960001,493107,67506348.3
1009960014,172065,13352243.999999998
1009960043,99109,9583840.3
1009960046,75421,11441365.7
1009970010,471985,33699729.0
1009970017,85000,7760500.0
1009970029,734668,55981701.6
1009970041,426056,19726392.799999997
1009980012,76660,6347448.0
1009980018,57520,9594336.0
1009980047,113969,15511180.899999999
1009987501,921210,96911292.0
1009990003,224919,17678633.4
1009990019,565000,36951000.0
1009990029,1047390,122858847.0
1009990054,66182,5883579.800000001
1009999062,447123,46813778.1
1010000007,60619,847405124.8000001
1010000029,1984228,210526590.79999998
1010010029,2508386,270404010.8
1010010055,71615,10821026.5
1010017501,172075,9051145.0
1010027501,1793091,156716153.4
1010030005,865759,84324926.60000001
1010037501,450162,59691481.199999996
1010050001,1172021,148495060.70000002
1010050029,1482208,177272076.79999998
1010057501,221937,12517246.799999999
1010060013,753137,49556414.6
1010060063,98616,10966099.200000001
1010067501,332705,36996796.0
1010067502,1440995,240934363.99999997
1010070001,85309,8855074.2
1010070005,625844,61708218.4
1010070029,1931978,267965348.59999996
1010070049,70478,6878652.8
1010070054,75600,6153840.0
1010070061,158617,17051327.5
1010080001,207700,35246690.0
1010080008,106438,14720375.4
1010080019,540000,32832000.0
1010080026,54838,6860233.8
1010080029,243671,20614566.599999998
1010087501,106502,5261198.8
1010087502,76364,6185484.0
1010090019,537719,98778980.3
1010090029,418114,33574554.199999996
1010090046,73444,5008880.8
1010090050,90000,5085000.0
1010097501,531657,38119806.9
1010100015,191261,15587771.5
1010100021,112147,9061477.6
1010100029,112977,11715714.9
1010107503,54473,4243446.7
1010107505,126196,10953812.799999999
1010107506,702619,91059422.39999999
1010110001,353996,51648016.4
1010110013,122813,8424971.799999999
1010110038,142283,13004666.200000001
1010110042,98493,4944348.600000001
1010110045,90425,6302622.5
1010110052,307549,22051263.3
1010117501,497529,52539062.4
1010117502,349853,22285636.1
1010117503,91075,10901677.5
1010117505,76615,6060246.5
1010120015,268420,22976752.0
1010120023,65186,5019322.0
1010120042,141335,9935850.5
1010127501,1259189,179056675.79999998
1010130039,119905,14772296.0
1010130042,235300,17600440.0
1010137501,789726,80394106.8
1010140001,150000,16680000.0
1010140033,855000,145093500.0
1010140058,690000,3758844000.0000005
1010150001,211466,24064830.8
1010150029,686603,88091164.9
1010150049,55486,8850017.0
1010157501,589617,89444898.89999999
1010160036,1721672,8436192.8
1010167501,487156,54415325.2
1010170029,1800000,251820000.0
1010187501,387923,51438589.8
1010187502,267396,15535707.6
1010190001,463143,60995933.099999994
1010190055,117102,15679957.8
1010197502,1028336,97589086.4
1010200005,475327,45298663.1
1010200046,843131,82626838.0
1010200051,96000,12422400.0
1010207501,238667,30262975.599999998
1010207502,160008,13616680.799999999
1010210019,158150,8666620.0
1010210026,561139,42534336.199999996
1010210050,84577,10918890.7
1010217501,43994,4575376.0
1010220026,81183,16334019.6
1010220035,95962,16409502.0
1010220043,2438059,220156727.7
1010220061,215099,19100791.2
1010230018,325216,44912329.6
1010230029,461591,62314785.0
1010230061,190289,17087952.2
1010240001,380441,24956929.599999998
1010240015,751856,48269155.2
1010240038,701095,85112933.0
1010250043,96067,9664340.2
1010250044,88110,11480733.000000002
1010250058,60000,6204000.0
1010257501,141350,11958210.0
1010257502,431567,62836155.199999996
1010260026,64757,5174084.300000001
1010260032,78750,1354500.0
1010267501,342142,34556342.0
1010267502,233098,26037046.6
1010277501,896951,56418217.9
1010277504,181683,14988847.5
1010280017,311689,36810470.9
1010280029,866359,85422997.39999999
1010280033,124782,11692073.4
1010287501,729506,66457996.599999994
1010287502,98341,6283989.899999999
1010290037,76883,5635523.899999999
1010290053,206334,22634839.8
1010297501,529883,37409739.8
1010300001,57670,18996498.0
1010300029,564196,11960955.2
1010300039,122071,10290585.299999999
1010300048,82835,5276589.5
1010300058,387428,44864162.4
1010320048,552775,55222222.5
1010327501,508695,42018207.0
1010330001,249052,40421139.6
1010330006,107679,13244517.0
1010330009,230000,35351000.0
1010330025,62416,12963803.2
1010330036,72039,7175084.399999999
1010330109,66283,6555388.7
1010340022,167110,13586043.0
1010340037,450000,51570000.0
1010350001,236280,28164576.0
1010350017,181021,16020358.5
1010360014,127000,8585200.0
1010360029,126778,18458876.8
1010387501,3280,366376.0
1010390017,186954,19798428.6
1010390032,95026,8561842.6
1010400029,1596521,126444463.2
1010400050,62104,4235492.8
1010407501,626821,47575713.900000006
1010410011,150000,19620000.0
1010410050,123925,10979755.0
1010427501,264932,28241751.2
1010427502,216153,17508393.0
1010430013,90000,8937000.0
1010437501,59701,4734289.3
1010437502,59862,6052048.199999999
1010437503,52600,6422460.0
1010447501,260913,21212226.9
1010450029,326763,38100565.8
1010450051,65750,4865500.0
1010450054,75926,6187969.0
1010450061,100000,7250000.0
1010460001,70507,6169362.5
1010460009,53952,5179392.0
1010460043,54400,2937600.0
1010477502,703796,60315317.2
1010477503,813798,70881805.8
1010480020,396834,35794426.800000004
1010480026,75617,7455836.199999999
1010480033,102720,9532416.0
1010487501,218208,26686838.4
1010487502,461930,59219425.99999999
1010487503,257885,25401672.5
1010487504,180441,6874802.100000001
1010490001,588527,51378407.1
1010500001,131519,22213559.1
1010500049,64662,2890391.4000000004
1010517501,289281,32659824.900000002
1010517502,1003752,128681006.39999999
1010520001,2035745,150034406.5
1010537503,57360,10078152.0
1010540041,59152,4507382.4
1010540056,65615,4862071.5
1010607502,257222,52781954.4
1010620019,166518,15153138.0
1010637502,127219,6933435.5
1010637503,122775,5819535.0
1010640036,170440,17350792.0
1010647502,70857,4740333.300000001
1010650029,95436,10116216.0
1010660029,71532,8891427.6
1010660037,104966,6308456.600000001
1010670008,114992,9785819.2
1010670012,207080,15303212.000000002
1010670038,55750,3980550.0000000005
1010677501,105165,8697145.5
1010677503,85439,5698781.3
1010680001,1104505,427553885.5
1010680003,961433,45571924.199999996
1010700001,68085,3193186.5
1010717501,243309,29975668.8
1010717502,240413,16107671.0
1010717503,94132,6156232.800000001
1010720010,156856,4956649.600000001
1010737501,538277,52320524.4
1010737502,246132,18336834.0
1010737503,133274,2252330.5999999996
1010747501,130400,11579520.0
1010747502,70931,7979737.5
1010757501,95905,9398690.0
1010757502,43222,3103339.6
1010760015,52850,3318980.0
1010767501,73634,4071960.1999999997
1010777501,91366,7857476.0
1010790003,65625,7080937.5
1010800010,251512,6413556.0
1010807501,247294,24531564.8
1010810101,100142,2964203.2
1010817502,326404,44684707.6
1010840001,228000,12859200.0
1010867501,368195,47497155.0
1010897501,94759,12745085.5
1010907501,434119,39157533.800000004
1010907502,866358,37946480.4
1010910001,783307,53499868.1
1010920007,211175,7602300.0
1010930042,52500,2535750.0
1010950011,102800,3042880.0
1010950035,153363,15336300.0
1010980029,103788,8552131.200000001
1010990021,121638,16384638.599999998
1011020011,152375,29819787.5
1011020018,277600,3331200.0
1011020029,387619,16396283.7
1011030015,95176,5824771.2
1011057501,632629,26949995.400000002
1011130001,408644,46871466.800000004
1011130008,104310,5695326.0
1011130018,114022,12006516.6
1011130047,78200,13129780.0
1011130051,113736,10850414.4
1011137501,199635,17068792.5
1011137502,521228,69792429.2
1011140061,247113,18063960.299999997
1011147501,169100,10771670.0
1011147502,138506,17908825.8
1011147503,695701,68109127.9
1011150057,217283,11450814.100000001
1011157501,556414,59591939.4
1011157502,312870,33789960.0
1011157503,595597,73437110.1
1011160024,249575,45073245.0
1011167502,160124,13482440.8
1011170001,460000,48070000.0
1011170029,119866,5310063.8
1011170036,122273,8852565.200000001
1011177502,100177,16408992.600000001
1011180005,64294,9644100.0
1011180022,400000,19840000.0
1011180036,231733,13927153.3
1011187502,55339,5710984.8
1011189001,301000,22575000.0
1011190001,133835,11469659.5
1011190008,287822,37157820.199999996
1011190021,347053,65107142.8
1011190029,182048,13762828.799999999
1011190036,126557,8340106.300000001
1011190047,56245,2806625.5
1011190050,74013,4759035.899999999
1011200014,59431,867692.6
1011200017,61568,4131212.8
1011200022,64899,3485076.3000000003
1011200023,212000,14755199.999999998
1011200029,117150,9125985.0
1011200051,65000,4062500.0
1011200057,61908,3243979.1999999997
1011200061,51428,3260535.1999999997
1011207501,218996,18811756.400000002
1011210029,225552,27088795.2
1011220029,209355,13000945.5
1011220040,60300,3937590.0
1011220047,58361,4843963.0
1011230029,384336,23790398.4
1011240005,54976,4227654.4
1011240021,71907,5781322.800000001
1011240027,617569,49899575.199999996
1011240046,127961,10915073.299999999
1011240059,143791,12840536.299999999
1011250002,51360,4622400.0
1011250009,80281,7225290.0
1011257501,100098,10099888.200000001
1011257502,206585,15907045.0
1011260014,289066,24079197.8
1011260029,217280,8408736.0
1011260038,71890,11660558.0
1011267502,56164,5869138.0
1011280029,124867,7741754.0
1011290029,155933,34305260.0
1011290039,176891,9092197.4
1011290045,58723,2824576.3000000003
1011290050,162676,11322249.6
1011290055,118168,7101896.8
1011290059,113309,11398885.399999999
1011317501,199773,16041771.899999999
1011317502,566036,68490356.0
1011320020,1025320,79462300.0
1011320035,461229,28319460.599999998
1011327501,210910,20626998.0
1011340001,257400,26769600.0
1011340001,257400,25971660.0
1011340001,257400,69420780.0
1011340010,58219,884928.7999999999
1011380001,386850,35435460.0
1011380053,186737,7674890.7
1011387501,289899,56762224.2
1011387502,436485,30423004.5
1011387503,93148,11513092.799999999
1011390001,568001,32376057.0
1011397502,110804,22914267.200000003
1011397503,702044,51389620.800000004
1011400046,142894,12417488.600000001
1011407501,617105,70349970.0
1011407502,209555,24182647.0
1011410039,66917,4831407.4
1011417501,73400,9931020.0
1011417502,216606,25494526.2
1011420024,75313,6484449.3
1011420048,57086,4669634.8
1011420064,235400,16313220.0
1011427501,98110,8653302.0
1011427502,149314,10168283.399999999
1011430001,130410,8750511.0
1011430015,75144,5320195.2
1011430030,58491,6925334.4
1011430037,50590,5008410.0
1011437504,38936,4473746.4
1011437505,48248,3608950.4
1011440001,111997,8410974.7
1011440024,74654,2933902.1999999997
1011440061,110770,8551444.0
1011447501,41571,3421293.3
1011450012,140170,13806745.0
1011450025,55012,4588000.800000001
1011450061,114150,5741745.0
1011460018,54105,4166085.0
1011460061,81339,11704682.1
1011477501,187911,7647977.7
1011480001,125040,8677776.0
1011480056,53427,3948255.3000000003
1011500001,96992,9534313.6
1011500041,114696,8866000.799999999
1011500048,75240,1136124.0
1011500055,70080,4541184.0
1011500056,93100,2671970.0
1011507503,65725,6427905.0
1011507504,101727,1342796.4
1011510017,402707,35559028.1
1011517501,385502,54702733.800000004
1011517502,236569,23491301.7
1011517503,294332,27755507.599999998
1011520001,58272,4230547.199999999
1011520013,288000,48153600.0
1011527501,133892,8917207.2
1011527502,72771,7197051.9
1011547502,117357,15901873.5
1011560001,403200,18144000.0
1011580033,160049,20694335.700000003
1011580038,171085,15192348.0
1011587501,482878,35153518.4
1011587502,498079,31080129.599999998
1011587503,496240,35977400.0
1011587504,648458,43706069.2
1011587505,477300,33220079.999999996
1011587506,253970,21333480.0
1011587507,390682,33168901.8
1011620001,92239,5156160.1
1011620012,68989,4691252.0
1011620029,421205,43257753.5
1011620046,106920,10381932.0
1011627501,54079,3980214.4
1011630001,125284,6715222.4
1011630053,87150,7616910.000000001
1011630058,74176,5874739.2
1011630061,109069,8016571.5
1011637501,52348,5145808.399999999
1011637503,201315,21963466.5
1011640005,218851,15056948.799999999
1011640047,109290,6196743.0
1011640063,80463,6050817.600000001
1011650004,148845,8662779.0
1011657501,159086,6029359.399999999
1011657503,435775,63405262.5
1011657505,115708,8435113.200000001
1011660001,125030,8914639.0
1011660007,75312,4450939.2
1011660035,249505,17964360.0
1011660135,99663,5710689.899999999
1011667501,94525,8620680.0
1011670001,77008,5059425.600000001
1011670059,50600,5282640.0
1011670061,126811,8914813.299999999
1011677501,111600,8693640.0
1011677502,272710,14180920.0
1011677503,194153,19803606.0
1011680010,170801,16550616.9
1011680022,195491,13938508.299999999
1011680056,121147,16185239.2
1011687501,280723,29532059.6
1011690008,114767,9399417.3
1011690029,131476,2642667.6
1011690037,56147,3913445.9000000004
1011690060,67350,4162230.0
1011690061,67347,5434902.9
1011697502,73791,5704044.3
1011700012,202586,7617233.600000001
1011700023,62403,4698945.899999999
1011707501,265173,12781338.600000001
1011707502,423311,46691203.3
1011710060,401972,44578694.800000004
1011710063,978985,88108650.0
1011710129,589670,56608320.0
1011710132,524466,54124891.2
1011710133,367786,36778600.0
1011717501,544302,42183405.0
1011717502,637994,54420888.199999996
1011717503,322451,25828325.099999998
1011717504,297850,34491030.0
1011717505,321950,25981365.0
1011717506,219648,38877696.0
1011717507,523496,34288988.0
1011717508,451749,32345228.4
1011717509,541114,27218034.2
1011790019,426476,27507702.0
1011797501,558987,39632178.300000004
1011797502,562374,37510345.800000004
1011797503,642284,52410374.4
1011820020,253741,16163301.700000001
1011827501,113128,12082070.4
1011830029,105996,11330972.4
1011830032,63495,8971843.5
1011830037,143554,9158745.2
1011830042,107376,7194192.0
1011830046,100056,7013925.6
1011830053,199502,16279363.2
1011840010,172671,11448087.299999999
1011840019,203479,9380381.9
1011840028,127782,4561817.4
1011840031,681783,51065546.7
1011840087,77310,5288004.0
1011840091,63000,4693500.0
1011850001,186100,4913040.0
1011850019,160203,2803552.5
1011850025,100772,6177323.6
1011850032,79050,5778555.0
1011850042,82662,6232714.800000001
1011860001,209780,12188218.0
1011860025,188830,15181932.000000002
1011860033,71880,4830336.0
1011860048,147001,11098575.5
1011860051,62487,4336597.800000001
1011860052,185041,7124078.5
1011860059,95992,6143488.0
1011860083,134183,9446483.200000001
1011860087,58266,3967914.5999999996
1011860091,58266,3956261.4000000004
1011860095,64421,5623953.3
1011950001,101145,7585875.0
1011950005,133229,20996890.4
1011950010,64776,1172445.6
1011950014,109896,7494907.2
1011950018,338373,15091435.8
1011950029,600613,53514618.3
1011960009,59824,4738060.8
1011960029,245676,17393860.8
1011960052,56949,4459106.7
1011970029,156360,11617548.0
1011970036,203217,11766264.299999999
1011977501,46179,4017573.0
1011980019,89840,8606672.0
1011980029,253749,17965429.2
1011990029,128194,9794021.600000001
1011990036,148380,9793080.0
1011990040,66227,4324623.1
1011990045,103112,1505435.2
1011990055,92065,6306452.5
1012000011,104893,8622204.6
1012000015,126045,8495433.0
1012000031,238548,14336734.8
1012010029,83743,1314765.0999999999
1012010034,248963,18871395.4
1012020001,152765,9639471.5
1012020036,177679,13006102.8
1012027501,112854,5665270.800000001
1012030001,224531,5950071.5
1012030033,145476,10343343.6
1012040001,229410,18352800.0
1012040016,109451,7278491.5
1012040029,608532,47465496.0
1000300019,782883,59029378.2
1000310001,487404,37237665.6
1000317501,542247,78951163.2
1000327501,3583167,395223320.09999996
1000330011,473460,36077652.0
1000350001,973587,88012264.80000001
1000350010,990250,70307750.0
1000370008,260017,20047310.7
1000370023,1079361,64761660.0
1000380001,463664,40616966.4
1000380017,566858,93304826.8
1000390012,1104184,124772792.0
1000397501,90163,10675299.200000001
1000400003,1617206,192932675.79999998
1000400014,281755,19751025.5
1000400016,119467,14491347.1
1000417504,1013640,101870820.0
1000420001,290116,24021604.8
1000420022,431000,46935900.0
1012050029,109769,7694806.899999999
1012050034,349342,25362229.2
1012060001,244841,3721583.1999999997
1012060010,55535,4126250.5
1012060017,98081,6277184.0
1012060029,120112,7543033.6
1012060045,137635,11877900.5
1012067501,101658,8193634.8
1012070001,303950,23829680.0
1012070029,163032,8282025.6
1012070034,202485,12878046.0
1012080001,374550,29664360.0
1012080029,323691,20327794.8
1012090001,308302,30583558.400000002
1012090006,75686,5192059.6
1012090037,127289,5778920.6
1012090053,108666,6400427.399999999
1012090109,61605,5415079.5
1012097501,44732,3654604.4
1012097502,186702,12322332.0
1012100001,106521,3877364.4
1012100005,94659,6342153.0
1012100009,51453,4013334.0
1012100012,76193,5386845.100000001
1012100015,59544,6639156.0
1012100017,53370,4109490.0
1012100019,123898,8858707.0
1012100055,53111,3245082.1
1012107501,172965,16241413.500000002
1012107502,72963,5603558.399999999
1012130009,77188,192970.0
1012130062,96730,2669748.0
1012150035,64429,6468671.600000001
1012150056,56023,3747938.7
1012160044,69125,4776537.5
1012160048,66614,6588124.600000001
1012160051,96546,1428880.8
1012160054,76302,6066009.0
1012160060,100042,7062965.199999999
1012167502,76805,4646702.5
1012167503,71825,6658177.5
1012170006,73397,3875361.5999999996
1012170011,62155,3573912.5
1012170014,97476,6628368.0
1012170025,83837,1450380.1
1012170029,123217,9968255.3
