#title = mean sea level anomaly global ocean (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.93 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2011.6100,,,27.89000,
2011.6236,,25.16000,,
2011.6372,,,28.15000,
2011.6508,,29.11000,,
2011.6644,,,27.51000,
2011.6778,,26.76000,,
2011.6916,,,25.77000,
2011.7051,,22.77000,,
2011.7187,,,25.30000,
2011.7319,,25.87000,,
2011.7459,,,27.67000,
2011.7591,,27.88000,,
2011.7730,,,29.94000,
2011.7867,,29.70000,,
2011.8002,,,31.04000,
2011.8137,,25.58000,,
2011.8273,,,26.69000,
2011.8408,,25.72000,,
2011.8544,,,26.06000,
2011.8680,,22.02000,,
2011.8816,,,26.92000,
2011.8952,,26.85000,,
2011.9087,,,29.61000,
2011.9220,,28.03000,,
2011.9358,,,30.28000,
2011.9495,,28.55000,,
2011.9631,,,31.05000,
2011.9765,,31.15000,,
2011.9902,,,30.63000,
2012.0037,,28.31000,,
2012.0173,,,32.77000,
2012.0309,,29.22000,,
2012.0445,,,32.51000,
2012.0580,,30.93000,,
2012.0716,,,33.93000,
2012.0849,,31.57000,,
2012.0987,,,32.30000,
2012.1119,,31.65000,,
2012.1258,,,33.73000,
2012.1270,,30.86000,,
2012.1531,,,31.73000,
2012.1672,,28.18000,,
2012.1802,,,31.02000,
2012.2073,,,32.35000,
2012.2345,,,34.63000,
2012.2616,,,32.50000,
2012.2888,,,32.06000,
2012.3159,,,32.32000,
2012.3430,,,33.07000,
2012.3645,,36.09000,,
2012.3702,,,35.26000,
2012.3944,,33.86000,,
2012.3973,,,34.48000,
2012.4242,,36.03000,,
2012.4245,,,33.87000,
2012.4517,,,37.49000,
2012.4540,,38.27000,,
2012.4745,,35.44000,,
2012.4788,,,35.90000,
2012.4949,,36.90000,,
2012.5060,,,35.49000,
2012.5247,,37.60000,,
2012.5331,,,38.75000,
2012.5546,,40.32000,,
2012.5603,,,39.98000,
2012.5844,,37.79000,,
2012.5874,,,37.93000,
2012.6048,,40.42000,,
2012.6145,,,37.45000,
2012.6252,,36.08000,,
2012.6417,,,33.51000,
2012.6552,,35.57000,,
2012.6688,,,36.19000,
2012.6849,,35.89000,,
2012.6961,,,35.16000,
2012.7147,,37.52000,,
2012.7232,,,38.63000,
2012.7350,,36.24000,,
2012.7503,,,38.55000,
2012.7555,,39.00000,,
2012.7775,,,39.97000,
2012.7852,,38.13000,,
2012.8046,,,37.23000,
2012.8151,,36.37000,,
2012.8318,,,36.63000,
2012.8355,,37.29000,,
2012.8559,,40.50000,,
2012.8589,,,38.55000,
2012.8858,,39.87000,,
2012.8861,,,38.75000,
2012.9132,,,37.38000,
2012.9156,,37.38000,,
2012.9404,,,40.37000,
2012.9454,,38.26000,,
2012.9658,,35.03000,,
2012.9675,,,37.54000,
2012.9862,,35.54000,,
2012.9946,,,38.42000,
2013.0162,,39.32000,,
2013.0218,,,38.55000,
2013.0459,,38.00000,,
2013.0489,,,38.57000,
2013.0758,,42.34000,,
2013.0761,,,40.77000,
2013.0961,,39.86000,,
2013.1031,,,40.01000,
2013.1167,,40.59000,,
2013.1304,,,37.52000,
2013.1464,,39.50000,,
2013.1575,,,39.30000,
2013.1846,,,40.88000,
2013.2118,,,39.70000,
2013.2196,,37.09000,,
2013.2265,,38.64000,,
2013.2469,,39.88000,,
2013.2765,,36.63000,,
2013.2933,,,37.61000,
2013.3066,,34.06000,,
2013.3204,,,40.27000,
2013.3269,,35.05000,,
2013.3473,,41.53000,,
2013.3475,,,40.60000,
2013.3747,,,38.49000,
2013.3771,,41.22000,,
2013.4018,,,37.79000,
2013.4070,,39.76000,,
2013.4290,,,37.65000,
2013.4368,,35.48000,,
2013.4561,,,36.34000,
2013.4572,,31.74000,,
2013.4833,,,37.82000,
2013.5104,,,36.77000,
2013.5376,,,36.49000,
2013.5648,,,37.98000,
2013.5919,,,37.71000,
2013.6190,,,33.42000,
2013.6462,,,33.47000,
2013.6696,,,37.15000,
2013.7071,,,32.98000,
2013.7276,,,34.87000,
2013.7548,,,36.03000,
2013.7819,,,36.51000,
2013.8091,,,39.62000,
2013.8362,,,41.07000,
2013.8634,,,39.15000,
2013.8905,,,38.29000,
2013.9177,,,37.45000,
2013.9448,,,35.06000,
2013.9720,,,37.03000,
2013.9992,,,38.41000,
2014.0263,,,38.33000,
2014.0534,,,38.43000,
2014.0806,,,36.50000,
2014.1077,,,38.53000,
2014.1349,,,41.11000,
2014.1620,,,40.87000,
2014.1891,,,41.24000,
2014.2163,,,40.05000,
2014.2435,,,39.82000,
2014.2705,,,40.28000,
2014.2978,,,40.45000,
2014.3249,,,38.21000,
2014.3520,,,37.94000,
2014.3791,,,38.11000,
2014.4063,,,39.09000,
2014.4334,,,38.13000,
2014.4606,,,40.29000,
2014.4878,,,41.73000,
2014.5149,,,42.54000,
2014.5421,,,42.12000,
2014.5692,,,39.19000,
2014.5964,,,41.09000,
2014.6235,,,42.68000,
2014.6507,,,42.93000,
2014.6777,,,42.44000,
2014.7050,,,42.07000,
2014.7321,,,39.21000,
2014.7593,,,41.32000,
2014.7864,,,44.65000,
2014.8136,,,44.22000,
2014.8407,,,41.63000,
2014.8679,,,41.65000,
2014.8950,,,38.24000,
2014.9222,,,39.63000,
2014.9493,,,47.95000,
2014.9776,,,45.48000,
2015.0036,,,41.60000,
2015.0308,,,44.80000,
2015.0579,,,44.68000,
2015.0850,,,46.63000,
2015.1122,,,47.13000,
2015.1394,,,49.29000,
2015.1664,,,48.33000,
2015.1936,,,46.99000,
2015.2207,,,46.69000,
2015.2479,,,47.96000,
2015.2750,,,49.13000,
2015.3023,,,48.49000,
2015.3293,,,47.95000,
2015.3565,,,46.77000,
2015.3837,,,45.23000,
2015.4108,,,47.49000,
2015.4380,,,48.60000,
2015.4650,,,49.23000,
2015.4923,,,50.13000,
2015.5194,,,48.90000,
2015.5465,,,49.15000,
2015.5736,,,49.09000,
2015.6009,,,50.76000,
2015.6280,,,49.34000,
2015.6551,,,53.10000,
2015.6823,,,53.31000,
2015.7094,,,51.48000,
2015.7366,,,53.16000,
2015.7637,,,53.72000,
2015.7909,,,54.41000,
2015.8181,,,56.53000,
2015.8452,,,53.00000,
2015.8723,,,49.56000,
2015.8995,,,52.59000,
2015.9267,,,53.31000,
2015.9538,,,52.24000,
2015.9810,,,51.53000,
2016.0080,,,47.78000,
2016.0353,,,51.47000,
2016.0624,,,55.34000,
2016.0896,,,52.06000,
2016.1167,,,54.83000,
2016.1228,,,,51.85000
2016.1438,,,53.87000,51.97000
2016.1710,,,54.30000,52.86000
2016.1959,,,,51.03000
2016.1981,,,52.44000,
2016.2252,,,55.34000,
2016.2253,,,,54.96000
2016.2513,,,53.70000,
2016.2524,,,,53.47000
2016.2795,,,52.97000,
2016.2796,,,,53.19000
2016.3066,,,,52.26000
2016.3067,,,51.94000,
2016.3338,,,51.99000,
2016.3339,,,,51.68000
2016.3610,,,51.90000,51.71000
2016.3881,,,50.55000,51.73000
2016.4153,,,53.39000,54.58000
2016.4424,,,53.27000,
2016.4425,,,,54.41000
2016.4696,,,55.36000,55.86000
2016.4967,,,53.03000,53.58000
2016.5238,,,52.16000,
2016.5239,,,,52.84000
2016.5511,,,52.26000,52.94000
2016.5782,,,49.87000,50.99000
2016.6053,,,49.43000,49.63000
2016.6325,,,48.40000,48.73000
2016.6596,,,51.96000,
2016.6597,,,,52.38000
2016.6868,,,52.90000,52.18000
2016.7139,,,51.49000,52.42000
2016.7411,,,49.32000,50.19000
2016.7682,,,,48.48000
2016.7953,,,,50.53000
2016.8226,,,,51.17000
2016.8497,,,,52.70000
2016.8769,,,,53.09000
2016.9040,,,,56.87000
2016.9298,,,,54.70000
2016.9582,,,,52.67000
2016.9854,,,,51.53000
2017.0126,,,,51.93000
2017.0397,,,,53.01000
2017.0668,,,,51.41000
2017.0940,,,,49.82000
2017.1211,,,,49.82000
2017.1483,,,,50.73000
2017.1754,,,,52.10000
2017.2026,,,,52.16000
2017.2297,,,,53.18000
2017.2569,,,,54.98000
2017.2840,,,,53.52000
2017.3111,,,,53.00000
2017.3383,,,,52.11000
2017.3655,,,,52.05000
2017.3926,,,,48.86000
2017.4198,,,,52.50000
2017.4469,,,,51.90000
2017.4740,,,,51.71000
2017.5012,,,,52.79000
2017.5284,,,,53.81000
2017.5555,,,,53.47000
2017.5827,,,,57.17000
2017.6098,,,,55.69000
2017.6369,,,,54.68000
2017.6641,,,,54.23000
2017.6913,,,,55.94000
2017.7185,,,,55.51000
2017.7455,,,,53.34000
2017.7727,,,,52.18000
2017.7999,,,,53.69000
2017.8271,,,,55.40000
2017.8542,,,,57.19000
2017.8813,,,,56.93000
2017.9085,,,,58.15000
2017.9355,,,,57.46000
2017.9628,,,,57.70000
2017.9899,,,,55.65000
2018.0170,,,,55.63000
2018.0442,,,,55.19000
2018.0713,,,,56.56000
2018.0985,,,,57.53000
2018.1256,,,,55.40000
2018.1527,,,,54.38000
2018.1800,,,,56.23000
2018.2070,,,,56.88000
2018.2342,,,,55.89000
2018.2614,,,,54.30000
2018.2886,,,,54.05000
2018.3156,,,,54.83000
2018.3428,,,,56.15000
2018.3699,,,,56.29000
2018.3971,,,,54.99000
2018.4242,,,,55.71000
2018.4513,,,,55.18000
2018.4786,,,,55.26000
2018.5057,,,,55.90000
2018.5328,,,,58.57000
2018.5600,,,,58.68000
2018.5871,,,,57.56000
2018.6144,,,,56.34000
2018.6415,,,,56.92000
2018.6686,,,,57.68000
2018.6958,,,,59.81000
2018.7229,,,,59.12000
2018.7501,,,,60.99000
2018.7772,,,,58.29000
2018.8044,,,,59.27000
2018.8315,,,,61.64000
2018.8586,,,,59.99000
2018.8858,,,,59.48000
2018.9129,,,,58.14000
2018.9401,,,,57.78000
2018.9673,,,,57.83000
2018.9944,,,,59.37000
2019.0215,,,,58.83000
2019.0486,,,,64.36000
2019.0758,,,,60.70000
2019.1030,,,,62.14000
2019.1301,,,,60.77000
2019.1463,,,,61.21000
2019.1877,,,,62.08000
2019.2115,,,,64.70000
2019.2387,,,,62.71000
2019.2596,,,,60.60000
2019.2930,,,,60.37000
2019.3202,,,,63.16000
2019.3474,,,,65.39000
2019.3744,,,,63.32000
2019.4016,,,,61.72000
2019.4287,,,,60.21000
2019.4559,,,,64.06000
2019.4830,,,,64.30000
2019.5102,,,,66.10000
2019.5374,,,,64.82000
2019.5644,,,,63.80000
2019.5917,,,,62.93000
2019.6731,,,,66.33000
2019.7001,,,,65.49000
2019.7273,,,,65.03000
2019.7545,,,,63.45000
2019.7817,,,,63.91000
2019.8088,,,,62.65000
2019.8360,,,,61.79000
2019.8631,,,,65.50000
2019.8903,,,,64.34000
2019.9174,,,,63.43000
2019.9380,,,,65.88000
